CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
2/24/16,23:45:00,4E,2500 BROOKFIELD AVE,COMMON ASSAULT,HANDS,133,CENTRAL,Reservoir Hill,39.31615,-76.63389
2/23/16,10:15:00,4F,6400 PIONEER DR,ASSAULT BY THREAT,,423,NORTHEASTERN,Hamilton Hills,39.36479,-76.57221
2/23/16,10:17:00,4E,400 W BALTIMORE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.28926,-76.62169
2/23/16,10:25:00,6G,5100 LAUREL AVE,LARCENY,,532,NORTHERN,Levindale,39.35134,-76.66536
2/23/16,10:30:00,4C,1400 ORLEANS ST,AGG. ASSAULT,OTHER,321,EASTERN,Dunbar-Broadway,39.29513,-76.59861
2/23/16,10:50:00,4E,1400 E NORTH AVE,COMMON ASSAULT,HANDS,342,EASTERN,East Baltimore Midway,39.31196,-76.59922
2/23/16,10:56:00,6C,7300 HARFORD RD,LARCENY,,424,NORTHEASTERN,North Harford Road,39.37015,-76.54604
2/23/16,11:20:00,5A,5600 WINTHROPE AVE,BURGLARY,,425,NORTHEASTERN,Glenham-Belhar,39.3482,-76.55384
2/23/16,11:30:00,5A,3400 ALTO RD,BURGLARY,,641,NORTHWESTERN,Hanlon-Longwood,39.31732,-76.67524
2/23/16,12:00:00,6D,ST & RAPPOLLA ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Pulaski Industrial Area,39.2831,-76.55272
2/23/16,12:00:00,6D,2300 BELAIR RD,LARCENY FROM AUTO,,434,NORTHEASTERN,Belair-Edison,39.31743,-76.57845
2/23/16,12:22:00,7A,1100 N CARROLLTON AVE,AUTO THEFT,,743,WESTERN,Sandtown-Winchester,39.30167,-76.63748
2/23/16,12:35:00,5E,2900 MOSHER ST,BURGLARY,,814,SOUTHWESTERN,Franklintown Road,39.29919,-76.66592
2/23/16,13:00:00,5A,2800 E MONUMENT ST,BURGLARY,,221,EASTERN,McElderry Park,39.29902,-76.5772
2/23/16,13:57:00,6C,1500 HARFORD AVE,LARCENY,,343,EASTERN,Oliver,39.30802,-76.60064
2/23/16,18:00:00,4B,4700 YORK RD,AGG. ASSAULT,KNIFE,521,NORTHERN,Kernewood,39.34629,-76.60964
2/23/16,18:30:00,4E,4900 GOODNOW RD,COMMON ASSAULT,HANDS,443,NORTHEASTERN,Frankford,39.32722,-76.54885
2/23/16,19:00:00,6D,800 UMBRA ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Greektown,39.28396,-76.55016
2/23/16,19:00:00,3CF,4200 FRANKFORD AVE,ROBBERY - COMMERCIAL,FIREARM,444,NORTHEASTERN,Frankford,39.33757,-76.55127
2/23/16,19:00:00,6D,500 DUNDALK AVE,LARCENY FROM AUTO,,242,SOUTHEASTERN,Pulaski Industrial Area,39.28636,-76.54204
2/23/16,19:15:00,4E,2600 MARYLAND AVE,COMMON ASSAULT,HANDS,512,NORTHERN,Charles Village,39.31986,-76.61846
2/23/16,19:45:00,6D,3800 MENLO DR,LARCENY FROM AUTO,,632,NORTHWESTERN,Glen,39.3539,-76.69398
2/23/16,20:00:00,6D,7200 CHALKSTONE DR,LARCENY FROM AUTO,,631,NORTHWESTERN,Fallstaff,39.3678,-76.70929
2/23/16,20:00:00,3D,3800 W FOREST PARK AVE,ROBBERY - COMMERCIAL,,642,NORTHWESTERN,Concerned Citizens Of Forest Park,39.32547,-76.68362
2/23/16,20:00:00,6E,2500 AISQUITH ST,LARCENY,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.31824,-76.59744
2/23/16,20:00:00,6G,1400 REYNOLDS ST,LARCENY,,943,SOUTHERN,Locust Point,39.26875,-76.59001
2/23/16,20:15:00,5C,1500 UPSHIRE RD,BURGLARY,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.33382,-76.59358
2/23/16,20:26:00,6D,700 WILDWOOD PKWY,LARCENY FROM AUTO,,844,SOUTHWESTERN,Edmondson Village,39.29567,-76.68413
2/23/16,20:36:00,5A,600 STAMFORD RD,BURGLARY,,823,SOUTHWESTERN,Westgate,39.29104,-76.70729
2/23/16,20:45:00,5A,1100 WILLIAM ST,BURGLARY,,943,SOUTHERN,Riverside,39.27651,-76.61055
2/23/16,21:00:00,7A,4900 PARKTON CT,AUTO THEFT,,833,SOUTHWESTERN,Beechfield,39.28011,-76.69638
2/23/16,21:09:00,7A,1600 HOMESTEAD ST,AUTO THEFT,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32086,-76.59556
2/23/16,21:33:00,8H,800 W PATAPSCO AVE,ARSON,,922,SOUTHERN,Cherry Hill,39.2443,-76.63222
2/23/16,21:48:00,4E,1500 RUSSELL ST,COMMON ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,39.27408,-76.62769
2/23/16,21:50:00,6G,5100 SINCLAIR LN,LARCENY,,443,NORTHEASTERN,Frankford,39.32226,-76.54687
2/23/16,22:00:00,6D,2400 ETTING ST,LARCENY FROM AUTO,,733,WESTERN,Penn North,39.31171,-76.64175
2/23/16,23:00:00,6J,600 N PAYSON ST,LARCENY,,722,WESTERN,Midtown-Edmondson,39.29587,-76.64914
2/23/16,23:00:00,6G,4400 PRUDENCE ST,LARCENY,,911,SOUTHERN,Curtis Bay,39.22558,-76.59158
2/23/16,23:20:00,4E,2800 ROUND RD,COMMON ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,39.24685,-76.62795
2/23/16,0:45:00,8H,RD & E 32ND ST,ARSON,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32679,-76.58933
2/23/16,1:10:00,6D,6100 YORK RD,LARCENY FROM AUTO,,522,NORTHERN,Lake Walker,39.36751,-76.60982
2/23/16,1:54:00,4E,800 OLDHAM ST,COMMON ASSAULT,HANDS,242,SOUTHEASTERN,Greektown,39.28358,-76.55553
2/23/16,2:23:00,4E,3500 FAIT AVE,COMMON ASSAULT,HANDS,232,SOUTHEASTERN,Canton,39.28356,-76.56778
2/23/16,2:35:00,6C,6300 EASTERN AVE,LARCENY,,241,SOUTHEASTERN,Bayview,39.28775,-76.5399
2/23/16,2:57:00,6D,,LARCENY FROM AUTO,,,,,,
2/23/16,3:39:00,3AK,1900 N ROSEDALE ST,ROBBERY - STREET,KNIFE,811,SOUTHWESTERN,Walbrook,39.30912,-76.66936
2/23/16,3:59:00,5D,3200 O''DONNELL ST,BURGLARY,,232,SOUTHEASTERN,Canton,39.28036,-76.57024
2/23/16,5:15:00,5D,1300 N FREMONT AVE,BURGLARY,,743,WESTERN,Sandtown-Winchester,39.30491,-76.63769
2/23/16,6:45:00,6E,RD & RUSKIN AV,LARCENY,,731,WESTERN,Parkview/Woodbrook,39.31476,-76.64819
2/23/16,7:12:00,7A,1100 ASHBURTON ST,AUTO THEFT,,814,SOUTHWESTERN,Winchester,39.30084,-76.66178
2/23/16,7:34:00,4E,OLIVER ST & N GAY ST,COMMON ASSAULT,HANDS,331,EASTERN,Broadway East,39.30768,-76.5898
2/23/16,8:00:00,4E,6100 METRO DR,COMMON ASSAULT,HANDS,622,NORTHWESTERN,Seton Business Park,39.34884,-76.70852
2/23/16,8:00:00,5B,3600 GRANTLEY RD,BURGLARY,,643,NORTHWESTERN,Ashburton,39.32862,-76.67497
2/23/16,8:00:00,6D,5100 GREENWICH AVE,LARCENY FROM AUTO,,823,SOUTHWESTERN,Westgate,39.29137,-76.7083
2/23/16,8:00:00,5A,4100 FAIRFAX RD,BURGLARY,,641,NORTHWESTERN,Windsor Hills,39.32084,-76.68584
2/23/16,8:30:00,4C,500 N GLOVER ST,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,39.2973,-76.58003
2/23/16,8:30:00,4E,400 WATTY CT,COMMON ASSAULT,HANDS,123,CENTRAL,Upton,39.30155,-76.62537
2/23/16,8:30:00,5A,3500 GIBBONS AVE,BURGLARY,,426,NORTHEASTERN,Waltherson,39.34618,-76.55775
2/23/16,9:00:00,6D,1600 W LOMBARD ST,LARCENY FROM AUTO,,933,SOUTHERN,Union Square,39.28639,-76.64233
2/23/16,9:00:00,6D,5400 CEDONIA AVE,LARCENY FROM AUTO,,441,NORTHEASTERN,Cedonia,39.33161,-76.53274
2/23/16,9:18:00,5A,3800 ELMORA AVE,BURGLARY,,432,NORTHEASTERN,Belair-Edison,39.31635,-76.56467
2/23/16,9:30:00,6J,6100 CHINQUAPIN PKWY,LARCENY,,522,NORTHERN,Glen Oaks,39.36765,-76.59923
2/23/16,9:50:00,6J,1300 N STOCKTON ST,LARCENY,,743,WESTERN,Sandtown-Winchester,39.30401,-76.6383
2/23/16,934,1F,1000 E PATAPSCO AV,HOMICIDE,FIREARM,912,SOUTHERN,Fairfield Area,39.23428,-76.59563
2/23/16,10:00:00,7A,5300 DENMORE AVE,AUTO THEFT,,633,NORTHWESTERN,Arlington,39.3493,-76.68025
2/23/16,10:00:00,6D,1900 THAMES ST,LARCENY FROM AUTO,,213,SOUTHEASTERN,Fells Point,39.28201,-76.58967
2/23/16,14:00:00,6C,600 HOMESTEAD ST,LARCENY,,513,NORTHERN,Better Waverly,39.32712,-76.60839
2/23/16,14:15:00,4A,3300 N EDGEWOOD ST,AGG. ASSAULT,FIREARM,642,NORTHWESTERN,Forest Park,39.32423,-76.67506
2/23/16,14:45:00,5C,3500 EDMONDSON AVE,BURGLARY,,844,SOUTHWESTERN,Edgewood,39.29407,-76.67656
2/23/16,15:00:00,5D,500 MAUDE AVE,BURGLARY,,913,SOUTHERN,Brooklyn,39.23857,-76.60176
2/23/16,15:00:00,7A,200 W LEXINGTON ST,AUTO THEFT,,111,CENTRAL,Downtown,39.29163,-76.61826
2/23/16,15:00:00,5B,2300 CEDLEY ST,BURGLARY,,921,SOUTHERN,Westport,39.26216,-76.6326
2/23/16,15:00:00,5A,4200 MAINE AVE,BURGLARY,,621,NORTHWESTERN,Central Forest Park,39.32812,-76.68956
2/23/16,15:00:00,6D,400 GRUNDY ST,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,39.28762,-76.56344
2/23/16,15:04:00,4E,5300 Sinclair Ln,COMMON ASSAULT,HANDS,443,NORTHEASTERN,Frankford,39.32356,-76.54184
2/23/16,15:07:00,5B,2900 N LOUDON AVE,BURGLARY,,641,NORTHWESTERN,Windsor Hills,39.31807,-76.68816
2/23/16,15:30:00,6G,4400 FRANKFORD AVE,LARCENY,,444,NORTHEASTERN,Frankford,39.33584,-76.5492
2/23/16,15:32:00,4D,2900 DENHAM CIR S,AGG. ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,39.24429,-76.62696
2/23/16,15:32:00,8BO,2900 DENHAM CIR S,ARSON,,922,SOUTHERN,Cherry Hill,39.24429,-76.62696
2/23/16,16:00:00,3B,1400 N WASHINGTON ST,ROBBERY - STREET,,331,EASTERN,Broadway East,39.30693,-76.59013
2/23/16,16:00:00,5A,2600 BOONE ST,BURGLARY,,513,NORTHERN,Better Waverly,39.32037,-76.60867
2/23/16,16:30:00,6J,800 S ELLWOOD AVE,LARCENY,,232,SOUTHEASTERN,Canton,39.28307,-76.5727
2/23/16,16:31:00,6G,1300 FLEET ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,39.28434,-76.59898
2/23/16,16:43:00,4E,1100 N BENTALOU ST,COMMON ASSAULT,HANDS,723,WESTERN,Bridgeview/Greenlawn,39.30144,-76.65358
2/23/16,16:45:00,7A,800 MONTPELIER ST,AUTO THEFT,,513,NORTHERN,Better Waverly,39.32525,-76.60554
2/23/16,16:55:00,6G,4200 BELAIR RD,LARCENY,,442,NORTHEASTERN,Belair-Edison,39.32779,-76.56585
2/23/16,17:00:00,4E,700 DRUID PARK LAKE DR,COMMON ASSAULT,HANDS,133,CENTRAL,Reservoir Hill,39.31663,-76.63242
2/23/16,17:00:00,6D,2800 DAMASCUS CT,LARCENY FROM AUTO,,632,NORTHWESTERN,Cheswolde,39.37156,-76.69128
2/23/16,17:12:00,4E,AV & DUPONT AV,COMMON ASSAULT,HANDS,533,NORTHERN,Coldspring,39.34438,-76.65884
2/23/16,17:20:00,3AF,2400 WILKENS AVE,ROBBERY - STREET,FIREARM,841,SOUTHWESTERN,Millhill,39.27977,-76.65376
2/23/16,17:30:00,7A,4800 OLNEY RD,AUTO THEFT,,532,NORTHERN,Cylburn,39.347,-76.6644
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,39.29325,-76.6619
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,39.29325,-76.6619
2/23/16,17:50:00,4C,2700 W FRANKLIN ST,AGG. ASSAULT,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,39.29325,-76.6619
2/23/16,17:55:00,3AF,300 E LORRAINE AVE,ROBBERY - STREET,FIREARM,513,NORTHERN,Harwood,39.32017,-76.61212
2/23/16,17:55:00,6G,1100 HOLLINS ST,LARCENY,,931,SOUTHERN,Hollins Market,39.28732,-76.63654
2/23/16,18:00:00,5C,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
2/23/16,18:00:00,5F,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
2/22/16,13:05:00,4A,3400 CLIFTON AVE,AGG. ASSAULT,FIREARM,812,SOUTHWESTERN,Mount Holly,39.31089,-76.67558
2/22/16,13:15:00,6C,400 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,39.28668,-76.6098
2/22/16,13:44:00,7A,1800 RUSSELL ST,AUTO THEFT,,941,SOUTHERN,Carroll - Camden Industrial Area,39.27236,-76.63019
2/22/16,1305,9S,3400 CLIFTON AV,SHOOTING,FIREARM,812,SOUTHWESTERN,Mount Holly,39.311,-76.67429
2/22/16,1305,9S,3400 CLIFTON AV,SHOOTING,FIREARM,812,SOUTHWESTERN,Mount Holly,39.311,-76.67429
2/22/16,14:00:00,6J,3300 PRESSTMAN ST,LARCENY,,813,SOUTHWESTERN,Rosemont,39.30437,-76.67222
2/22/16,14:20:00,6J,500 S CURLEY ST,LARCENY,,232,SOUTHEASTERN,Canton,39.28586,-76.5751
2/22/16,14:35:00,4A,6500 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Reisterstown Station,39.35662,-76.70316
2/22/16,14:35:00,4A,6500 REISTERSTOWN RD,AGG. ASSAULT,FIREARM,631,NORTHWESTERN,Reisterstown Station,39.35662,-76.70316
2/22/16,15:00:00,3B,100 MCMECHEN ST,ROBBERY - STREET,,132,CENTRAL,Bolton Hill,39.30943,-76.62459
2/22/16,15:00:00,4E,1500 BARCLAY ST,COMMON ASSAULT,HANDS,311,EASTERN,Greenmount West,39.30688,-76.61068
2/22/16,15:00:00,6G,1100 VALLEY ST,LARCENY,,311,EASTERN,Johnston Square,39.30298,-76.60495
2/22/16,15:15:00,6C,300 LIGHT ST,LARCENY,,112,CENTRAL,Inner Harbor,39.285,-76.61309
2/22/16,15:15:00,4A,500 OLDTOWN MA,AGG. ASSAULT,FIREARM,312,EASTERN,Oldtown,39.2974,-76.60235
2/22/16,11:10:00,6J,1500 DRUID HILL AVE,LARCENY,,123,CENTRAL,Upton,39.30386,-76.6309
2/22/16,11:45:00,3AJK,1900 W Fayette,ROBBERY - CARJACKING,KNIFE,714,WESTERN,Penrose/Fayette Street Outreach,39.28949,-76.64727
2/22/16,12:58:00,5F,1500 RUSSELL ST,BURGLARY,,941,SOUTHERN,Carroll - Camden Industrial Area,39.27408,-76.62769
2/22/16,13:00:00,7A,1900 BAKER ST,AUTO THEFT,,741,WESTERN,Easterwood,39.30663,-76.64803
2/22/16,13:00:00,4B,900 LEADENHALL ST,AGG. ASSAULT,KNIFE,941,SOUTHERN,Sharp-Leadenhall,39.27859,-76.61703
2/22/16,13:05:00,4A,3400 CLIFTON AVE,AGG. ASSAULT,FIREARM,812,SOUTHWESTERN,Mount Holly,39.31089,-76.67558
2/22/16,0:00:00,5A,1600 COLE ST,BURGLARY,,935,SOUTHERN,New Southwest/Mount Clare,39.28216,-76.64259
2/22/16,0:00:00,5A,5400 FORCE RD,BURGLARY,,444,NORTHEASTERN,Frankford,39.32123,-76.53915
2/22/16,0:00:00,8AO,800 E BALTIMORE ST,ARSON,,211,SOUTHEASTERN,Jonestown,39.2901,-76.60524
2/22/16,0:40:00,6J,400 ELRINO ST,LARCENY,,241,SOUTHEASTERN,Bayview,39.2882,-76.5429
2/22/16,1:01:00,6D,1000 EASTERN AVE,LARCENY FROM AUTO,,211,SOUTHEASTERN,Little Italy,39.28526,-76.60017
2/22/16,1:01:00,7A,200 E PRESTON ST,AUTO THEFT,,141,CENTRAL,Mid-Town Belvedere,39.30461,-76.61255
2/22/16,1:15:00,3AF,100 N SCHROEDER ST,ROBBERY - STREET,FIREARM,712,WESTERN,Poppleton,39.28997,-76.63388
2/22/16,1:30:00,7A,4900 EASTERN AV,AUTO THEFT,,242,SOUTHEASTERN,Greektown,39.28706,-76.55422
2/22/16,2:30:00,4E,1000 HILLMAN ST,COMMON ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30188,-76.60562
2/22/16,3:45:00,4E,1300 W 36TH ST,COMMON ASSAULT,HANDS,531,NORTHERN,Hampden,39.33052,-76.63692
2/22/16,4:00:00,6D,900 S CATON AVE,LARCENY FROM AUTO,,832,SOUTHWESTERN,Violetville,39.27355,-76.67137
2/22/16,5:25:00,7A,4700 SAYER AVE,AUTO THEFT,,822,SOUTHWESTERN,Tremont,39.28425,-76.69422
2/22/16,5:30:00,7A,4900 CLIFTON AVE,AUTO THEFT,,821,SOUTHWESTERN,Franklintown,39.3068,-76.70648
2/22/16,6:09:00,4E,2600 KENNEDY AVE,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32115,-76.59626
2/22/16,6:09:00,6D,1500 N GILMOR ST,LARCENY FROM AUTO,,742,WESTERN,Sandtown-Winchester,39.30597,-76.64339
2/22/16,6:30:00,3AF,0 S PATTERSON PARK AVE,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Butcher's Hill,39.29122,-76.5847
2/22/16,7:00:00,7A,,AUTO THEFT,,,,,,
2/22/16,7:30:00,6D,700 CATHEDRAL ST,LARCENY FROM AUTO,,142,CENTRAL,Mount Vernon,39.29794,-76.61702
2/22/16,7:30:00,6G,,LARCENY,,,,,,
2/22/16,8:00:00,7A,2900 THORNDALE AVE,AUTO THEFT,,532,NORTHERN,Cylburn,39.34768,-76.66643
2/22/16,8:00:00,5A,700 BRINKWOOD RD,BURGLARY,,822,SOUTHWESTERN,Hunting Ridge,39.29663,-76.69932
2/22/16,8:00:00,5C,300 E COLD SPRING LN,BURGLARY,,521,NORTHERN,Kernewood,39.34602,-76.6136
2/22/16,8:30:00,7A,2300 MARYLAND AVE,AUTO THEFT,,514,NORTHERN,Old Goucher,39.31538,-76.61822
2/22/16,9:00:00,6D,ST & RYAN ST,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtown,39.28368,-76.63116
2/22/16,9:00:00,6J,700 BRINKWOOD RD,LARCENY,,822,SOUTHWESTERN,Hunting Ridge,39.29651,-76.69933
2/22/16,9:10:00,6D,800 E 33RD ST,LARCENY FROM AUTO,,513,NORTHERN,Better Waverly,39.32829,-76.60496
2/22/16,9:30:00,6D,100 S STRICKER ST,LARCENY FROM AUTO,,933,SOUTHERN,Union Square,39.2858,-76.64078
2/22/16,9:30:00,5A,2100 MARYLAND AVE,BURGLARY,,514,NORTHERN,Charles North,39.3134,-76.61802
2/22/16,10:00:00,7A,2900 THORNDALE AVE,AUTO THEFT,,532,NORTHERN,Cylburn,39.34797,-76.66652
2/22/16,10:23:00,6G,1400 E NORTH AVE,LARCENY,,342,EASTERN,East Baltimore Midway,39.31196,-76.59922
2/22/16,10:45:00,5B,3900 CHESTERFIELD AVE,BURGLARY,,432,NORTHEASTERN,Belair-Edison,39.3169,-76.56287
2/22/16,10:45:00,4C,2700 E OLIVER ST,AGG. ASSAULT,OTHER,332,EASTERN,Berea,39.30803,-76.57992
2/22/16,11:00:00,6D,100 PARK AVE,LARCENY FROM AUTO,,111,CENTRAL,Downtown,39.29059,-76.61801
2/22/16,15:20:00,4E,1400 W COLD SPRING LN,COMMON ASSAULT,HANDS,541,NORTHERN,Cross Keys,39.34492,-76.6426
2/22/16,15:27:00,4E,2800 FOX ST,COMMON ASSAULT,HANDS,511,NORTHERN,Remington,39.32108,-76.62217
2/22/16,15:30:00,6G,,LARCENY,,,,,,
2/22/16,15:34:00,6J,BROADWAY & E MONUMENT ST,LARCENY,,321,EASTERN,Dunbar-Broadway,39.29838,-76.59441
2/22/16,16:00:00,4E,6000 CARTER AVE,COMMON ASSAULT,HANDS,425,NORTHEASTERN,Glenham-Belhar,39.35271,-76.54861
2/22/16,16:00:00,6D,800 DARTMOUTH RD,LARCENY FROM AUTO,,522,NORTHERN,Evesham Park,39.36572,-76.60532
2/22/16,16:00:00,6J,2800 HAWKINS POINT RD,LARCENY,,911,SOUTHERN,Hawkins Point,39.20363,-76.56255
2/22/16,16:00:00,3B,3800 YOLANDO RD,ROBBERY - STREET,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.3345,-76.60017
2/22/16,16:30:00,3B,2400 LAKEVIEW AVE,ROBBERY - STREET,,133,CENTRAL,Reservoir Hill,39.315,-76.63263
2/22/16,16:30:00,5F,200 E 32ND ST,BURGLARY,,512,NORTHERN,Charles Village,39.32697,-76.6142
2/22/16,16:34:00,4E,5700 EASTERN AVE,COMMON ASSAULT,HANDS,241,SOUTHEASTERN,Hopkins Bayview,39.28745,-76.54757
2/22/16,16:45:00,4C,300 E COLD SPRING LN,AGG. ASSAULT,OTHER,521,NORTHERN,Kernewood,39.34602,-76.6136
2/22/16,16:45:00,7A,4100 CREST HEIGHTS RD,AUTO THEFT,,631,NORTHWESTERN,Fallstaff,39.36024,-76.71044
2/22/16,16:50:00,4E,500 S SMALLWOOD ST,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Carrollton Ridge,39.2813,-76.65088
2/22/16,17:00:00,6J,1300 E LANVALE ST,LARCENY,,343,EASTERN,Oliver,39.30939,-76.60081
2/22/16,17:00:00,6J,4100 CENTURY RD,LARCENY,,425,NORTHEASTERN,Glenham-Belhar,39.34643,-76.54155
2/22/16,17:00:00,6D,1500 RETREAT ST,LARCENY FROM AUTO,,733,WESTERN,Penn North,39.31225,-76.64259
2/22/16,17:00:00,6G,2400 WASHINGTON BLVD,LARCENY,,831,SOUTHWESTERN,Morrell Park,39.26839,-76.65058
2/22/16,17:00:00,6G,2700 E CHASE ST,LARCENY,,323,EASTERN,Biddle Street,39.30384,-76.57942
2/22/16,17:03:00,5A,2100 PENNSYLVANIA AVE,BURGLARY,,742,WESTERN,Sandtown-Winchester,39.30705,-76.63896
2/22/16,17:55:00,7A,1800 PENNSYLVANIA AVE,AUTO THEFT,,123,CENTRAL,Upton,39.30436,-76.63571
2/22/16,18:00:00,7A,1200 BEAUMONT AVE,AUTO THEFT,,413,NORTHEASTERN,New Northwood,39.35094,-76.5973
2/22/16,18:00:00,6D,700 TOLNA ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Greektown,39.2846,-76.55111
2/22/16,18:00:00,4B,1200 N CHARLES ST,AGG. ASSAULT,KNIFE,141,CENTRAL,Mid-Town Belvedere,39.30366,-76.61603
2/22/16,18:17:00,6D,1000 N FULTON AVE,LARCENY FROM AUTO,,743,WESTERN,Sandtown-Winchester,39.30029,-76.64597
2/22/16,18:17:00,6D,1000 N FULTON AVE,LARCENY FROM AUTO,,743,WESTERN,Sandtown-Winchester,39.30029,-76.64597
2/22/16,18:30:00,7A,1400 N ROSE ST,AUTO THEFT,,332,EASTERN,Berea,39.30724,-76.58227
2/22/16,18:30:00,4F,4500 HARFORD RD,ASSAULT BY THREAT,,422,NORTHEASTERN,Lauraville,39.34141,-76.57113
2/22/16,18:40:00,6D,5500 PARK HEIGHTS AVE,LARCENY FROM AUTO,,633,NORTHWESTERN,Arlington,39.35187,-76.68361
2/22/16,18:50:00,6B,5400 REISTERSTOWN RD,LARCENY,,623,NORTHWESTERN,Woodmere,39.34612,-76.68806
2/22/16,19:00:00,3AF,2300 DIVISION ST,ROBBERY - STREET,FIREARM,131,CENTRAL,Druid Heights,39.30911,-76.63952
2/22/16,19:00:00,5A,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
2/22/16,19:00:00,7A,5000 THE ALAMEDA,AUTO THEFT,,413,NORTHERN,New Northwood,39.34833,-76.59916
2/22/16,19:00:00,5D,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
2/22/16,19:00:00,5D,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
2/22/16,19:15:00,4E,900 MC ALEER CT,COMMON ASSAULT,HANDS,312,EASTERN,Oldtown,39.29974,-76.6044
2/22/16,19:15:00,6L,900 E 33RD ST,LARCENY,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.32843,-76.60333
2/22/16,19:30:00,6E,400 IMLA ST,LARCENY,,241,SOUTHEASTERN,Bayview,39.28881,-76.53914
2/22/16,19:32:00,4A,2700 FISK RD,AGG. ASSAULT,FIREARM,922,SOUTHERN,Cherry Hill,39.2499,-76.63117
2/22/16,19:55:00,4E,2500 MCCULLOH ST,COMMON ASSAULT,HANDS,733,WESTERN,Penn North,39.31373,-76.64032
2/22/16,1932,9S,2700 FISK RD,SHOOTING,FIREARM,922,SOUTHERN,Cherry Hill,39.2499,-76.63117
2/22/16,20:00:00,6J,0 S ANN ST,LARCENY,,212,SOUTHEASTERN,Washington Hill,39.29108,-76.59178
2/22/16,20:15:00,4E,0 S JANNEY ST,COMMON ASSAULT,HANDS,241,SOUTHEASTERN,Kresson,39.29216,-76.56086
2/22/16,20:39:00,3BJ,2600 WILKENS AVE,ROBBERY - CARJACKING,,841,SOUTHWESTERN,Millhill,39.2784,-76.65785
2/22/16,20:39:00,3P,2600 WILKENS AVE,ROBBERY - STREET,,841,SOUTHWESTERN,Millhill,39.2784,-76.65785
2/22/16,20:45:00,4D,0 S CATHERINE ST,AGG. ASSAULT,HANDS,842,SOUTHWESTERN,Shipley Hill,39.28707,-76.65616
2/22/16,21:00:00,6E,600 N PACA ST,LARCENY,,143,CENTRAL,Seton Hill,39.29617,-76.62262
2/22/16,21:00:00,8BO,2700 BERYL AVE,ARSON,,323,EASTERN,Biddle Street,39.30317,-76.57925
2/22/16,21:00:00,8AO,2700 BERYL AVE,ARSON,,323,EASTERN,Biddle Street,39.30317,-76.57925
2/22/16,21:29:00,4D,1500 RUSSELL ST,AGG. ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,39.27415,-76.62791
2/22/16,21:30:00,4E,2800 HINSDALE DR,COMMON ASSAULT,HANDS,923,SOUTHERN,Lakeland,39.25621,-76.64454
2/22/16,21:45:00,4E,4000 ELMORA AVE,COMMON ASSAULT,HANDS,432,NORTHEASTERN,Belair-Edison,39.3181,-76.559
2/22/16,22:05:00,4C,1500 LEMMON ST,AGG. ASSAULT,OTHER,933,SOUTHERN,Union Square,39.28583,-76.64141
2/22/16,22:30:00,4A,2500 CECIL AVE,AGG. ASSAULT,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,39.31997,-76.59905
2/22/16,22:50:00,5D,400 SAINT PAUL PL,BURGLARY,,142,CENTRAL,Mount Vernon,39.29482,-76.61367
