CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
1/9/16,19:46:00,6G,300 SAINT PAUL ST,LARCENY,,111,CENTRAL,Downtown,39.29254,-76.6135
1/9/16,19:57:00,3H,2400 PENNSYLVANIA AVE,ROBBERY - COMMERCIAL,,733,WESTERN,Penn North,39.30955,-76.64192
1/9/16,1930,9S,900 HARLEM AV,SHOOTING,FIREARM,713,WESTERN,Harlem Park,39.29689,-76.63331
1/9/16,20:00:00,6D,LINWOOD AV & E PRATT ST,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park,39.28994,-76.57604
1/9/16,20:00:00,3B,2900 HOLLINS FERRY RD,ROBBERY - STREET,,923,SOUTHERN,Lakeland,39.25505,-76.64639
1/9/16,20:00:00,7A,6600 WALTHER AVE,AUTO THEFT,,425,NORTHEASTERN,Rosemont East,39.35683,-76.53978
1/9/16,20:00:00,7A,2700 KEYWORTH AVE,AUTO THEFT,,614,NORTHWESTERN,Central Park Heights,39.33283,-76.66278
1/9/16,20:09:00,4E,1500 E MADISON ST,COMMON ASSAULT,HANDS,313,EASTERN,Gay Street,39.29937,-76.59712
1/9/16,20:20:00,4C,2800 EDMONDSON AVE,AGG. ASSAULT,OTHER,721,WESTERN,Mosher,39.29451,-76.66302
1/9/16,20:30:00,6D,3500 E NORTHERN PKWY,LARCENY FROM AUTO,,425,NORTHEASTERN,Rosemont East,39.35928,-76.54101
1/9/16,20:32:00,4D,1300 W PRATT ST,AGG. ASSAULT,HANDS,933,SOUTHERN,Union Square,39.2856,-76.63808
1/9/16,20:34:00,6C,200 E BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,39.28963,-76.61182
1/9/16,21:00:00,7A,5000 SIPPLE AVE,AUTO THEFT,,443,NORTHEASTERN,Frankford,39.32953,-76.54859
1/9/16,21:00:00,3AK,4300 WABASH AVE,ROBBERY - STREET,KNIFE,613,NORTHWESTERN,Towanda-Grantley,39.33567,-76.67288
1/9/16,21:00:00,3AK,4300 WABASH AVE,ROBBERY - STREET,KNIFE,613,NORTHWESTERN,Towanda-Grantley,39.33567,-76.67288
1/9/16,21:00:00,7A,3100 HILLEN RD,AUTO THEFT,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32688,-76.58936
1/9/16,21:00:00,6D,600 N ROSEDALE ST,LARCENY FROM AUTO,,814,SOUTHWESTERN,Franklintown Road,39.29493,-76.66864
1/9/16,21:06:00,7A,2100 SINCLAIR LN,AUTO THEFT,,331,NORTHEASTERN,South Clifton Park,39.31427,-76.58837
1/9/16,21:10:00,3AJF,AV & RETREAT ST,ROBBERY - CARJACKING,FIREARM,733,WESTERN,Penn North,39.3113,-76.64397
1/9/16,21:12:00,4E,4700 EASTERN AVE,COMMON ASSAULT,HANDS,242,SOUTHEASTERN,Greektown,39.28706,-76.55642
1/9/16,21:30:00,6E,1200 HARWOOD AVE,LARCENY,,414,NORTHEASTERN,Woodbourne Heights,39.35556,-76.5948
1/9/16,21:49:00,3AJF,1000 N MOUNT ST,ROBBERY - CARJACKING,FIREARM,743,WESTERN,Sandtown-Winchester,39.30035,-76.64448
1/9/16,21:50:00,7A,1200 E NORTH AVE,AUTO THEFT,,343,EASTERN,Oliver,39.31177,-76.60211
1/9/16,21:53:00,5D,6100 REISTERSTOWN RD,BURGLARY,,632,NORTHWESTERN,Glen,39.35351,-76.6985
1/9/16,22:00:00,7C,1400 E BALTIMORE ST,AUTO THEFT,,212,SOUTHEASTERN,Washington Hill,39.29137,-76.59779
1/9/16,22:25:00,4B,2800 BOOKERT DR,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,39.24685,-76.6269
1/9/16,22:30:00,3AF,LN & FRANKFORD AV,ROBBERY - STREET,FIREARM,444,NORTHEASTERN,Frankford,39.32386,-76.54074
1/9/16,22:30:00,4E,3800 HILLSDALE RD,COMMON ASSAULT,HANDS,622,NORTHWESTERN,Howard Park,39.33511,-76.69209
1/8/16,0:00:00,3AF,2800 KIRK AVE,ROBBERY - STREET,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32411,-76.5961
1/8/16,0:00:00,7A,6200 WALTHER AVE,AUTO THEFT,,425,NORTHEASTERN,Glenham-Belhar,39.35142,-76.54311
1/8/16,0:30:00,3AK,1700 N MOUNT ST,ROBBERY - STREET,KNIFE,742,WESTERN,Sandtown-Winchester,39.30804,-76.64492
1/8/16,0:40:00,3AF,400 ROBERT ST,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,39.30789,-76.63296
1/8/16,0:52:00,7A,ST & SHOWELL CT,AUTO THEFT,,311,EASTERN,Johnston Square,39.30423,-76.60507
1/8/16,1:00:00,5A,5000 ELMER AVE,BURGLARY,,614,NORTHWESTERN,Central Park Heights,39.34606,-76.67701
1/8/16,1:00:00,6E,3300 LUDGATE RD,LARCENY,,632,NORTHWESTERN,Glen,39.36043,-76.68705
1/8/16,1:35:00,5D,400 S PULASKI ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,39.28227,-76.64978
1/8/16,1:40:00,6D,3300 W GARRISON AVE,LARCENY FROM AUTO,,614,NORTHWESTERN,Central Park Heights,39.34652,-76.67515
1/8/16,2:00:00,6G,3200 AVON AVE,LARCENY,,513,NORTHERN,Better Waverly,39.32751,-76.60456
1/8/16,2:00:00,5A,,BURGLARY,,,,,,
1/8/16,2:00:00,7A,1700 SHERWOOD AVE,AUTO THEFT,,415,NORTHEASTERN,Loch Raven,39.36019,-76.58117
1/8/16,13:50:00,3AK,ST & RUSSELL ST,ROBBERY - STREET,KNIFE,941,SOUTHERN,Carroll - Camden Industrial Area,39.27346,-76.62874
1/8/16,14:00:00,3D,0 S WOODINGTON RD,ROBBERY - COMMERCIAL,,843,SOUTHWESTERN,Irvington,39.2853,-76.68674
1/8/16,14:00:00,7A,300 SAINT PAUL PL,AUTO THEFT,,111,CENTRAL,Downtown,39.29241,-76.61408
1/8/16,14:10:00,4E,2600 HARFORD RD,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.31961,-76.59242
1/8/16,14:30:00,4B,1100 RUSSELL ST,AGG. ASSAULT,KNIFE,941,SOUTHERN,Stadium Area,39.27891,-76.62386
1/8/16,14:44:00,5B,2300 SEAMON AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,39.25342,-76.62479
1/8/16,14:49:00,6G,800 W 36TH ST,LARCENY,,531,NORTHERN,Hampden,39.33119,-76.63
1/8/16,19:05:00,6C,6600 PARK HEIGHTS AVE,LARCENY,,632,NORTHWESTERN,Glen,39.36178,-76.69912
1/8/16,19:18:00,7A,5000 WABASH AVE,AUTO THEFT,,643,NORTHWESTERN,Dolfield,39.34055,-76.6812
1/8/16,19:25:00,4E,5200 MORAVIA RD,COMMON ASSAULT,HANDS,443,NORTHEASTERN,Frankford,39.3235,-76.54963
1/8/16,19:25:00,4E,100 N DECKER AVE,COMMON ASSAULT,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29367,-76.5741
1/8/16,19:40:00,3AK,500 W SARATOGA ST,ROBBERY - STREET,KNIFE,121,CENTRAL,University Of Maryland,39.2928,-76.6226
1/8/16,19:40:00,3AK,200 N GREENE ST,ROBBERY - STREET,KNIFE,121,CENTRAL,University Of Maryland,39.29182,-76.62384
1/8/16,19:45:00,3B,1500 W PATAPSCO AVE,ROBBERY - STREET,,922,SOUTHERN,Cherry Hill,39.24922,-76.63992
1/8/16,19:50:00,3AF,500 S ANN ST,ROBBERY - STREET,FIREARM,213,SOUTHEASTERN,Fells Point,39.28551,-76.59142
1/8/16,20:00:00,5D,6000 BELAIR RD,BURGLARY,,425,NORTHEASTERN,Glenham-Belhar,39.34802,-76.53834
1/8/16,20:00:00,7A,BELVEDERE AV & ELMER AV,AUTO THEFT,,633,NORTHWESTERN,Arlington,39.34746,-76.67844
1/8/16,20:00:00,3B,400 W SARATOGA ST,ROBBERY - STREET,,111,CENTRAL,Downtown,39.29277,-76.62185
1/8/16,20:57:00,4E,1000 GREENMOUNT AVE,COMMON ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30156,-76.60728
1/8/16,5:48:00,5D,0 S EUTAW ST,BURGLARY,,111,CENTRAL,Downtown,39.28796,-76.62087
1/8/16,6:00:00,5D,1500 SULGRAVE AVE,BURGLARY,,533,NORTHERN,Mount Washington,39.36757,-76.65166
1/8/16,6:00:00,7A,AV & N DUKELAND ST,AUTO THEFT,,721,WESTERN,Mosher,39.29553,-76.66303
1/8/16,7:00:00,4E,600 N PULASKI ST,COMMON ASSAULT,HANDS,722,WESTERN,Midtown-Edmondson,39.29571,-76.65045
1/8/16,7:00:00,5D,0 W MELROSE AVE,BURGLARY,,521,NORTHERN,The Orchards,39.36605,-76.62563
1/8/16,7:00:00,6G,3200 YOSEMITE AVE,LARCENY,,643,NORTHWESTERN,East Arlington,39.32954,-76.66796
1/8/16,7:20:00,6C,400 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,39.29131,-76.6101
1/8/16,7:30:00,4A,2000 DENISON ST,AGG. ASSAULT,FIREARM,812,SOUTHWESTERN,Mount Holly,39.31009,-76.67422
1/8/16,2:30:00,5D,300 TUNBRIDGE RD,BURGLARY,,523,NORTHERN,Homeland,39.35652,-76.61533
1/8/16,2:30:00,7A,4600 PARK HEIGHTS AVE,AUTO THEFT,,614,NORTHWESTERN,Central Park Heights,39.34302,-76.66916
1/8/16,2:50:00,4E,600 E FAYETTE ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.29061,-76.6077
1/8/16,3:42:00,3AF,2900 GOODWOOD RD,ROBBERY - STREET,FIREARM,421,NORTHEASTERN,Lauraville,39.35015,-76.56444
1/8/16,3:52:00,5A,400 E 28TH ST,BURGLARY,,513,NORTHERN,Harwood,39.32218,-76.61021
1/8/16,3:55:00,5A,0 N MADEIRA ST,BURGLARY,,212,SOUTHEASTERN,Butcher's Hill,39.29218,-76.58521
1/8/16,4:45:00,6D,1300 N GILMOR ST,LARCENY FROM AUTO,,743,WESTERN,Sandtown-Winchester,39.30347,-76.64318
1/8/16,9:15:00,5A,4400 HARCOURT RD,BURGLARY,,422,NORTHEASTERN,Arcadia,39.33622,-76.56669
1/8/16,9:18:00,6B,500 N HILTON ST,LARCENY,,843,SOUTHWESTERN,Lower Edmondson Village,39.29298,-76.6727
1/8/16,9:30:00,5A,500 BENNINGHAUS RD,BURGLARY,,523,NORTHERN,Mid-Govans,39.35909,-76.60888
1/8/16,9:30:00,6D,2200 WILKENS AVE,LARCENY FROM AUTO,,841,SOUTHWESTERN,Carrollton Ridge,39.28073,-76.65087
1/8/16,10:00:00,6C,6300 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Pulaski Industrial Area,39.28761,-76.53982
1/8/16,10:00:00,4E,600 N PATTERSON PARK AVE,COMMON ASSAULT,HANDS,321,EASTERN,CARE,39.29774,-76.5851
1/8/16,10:00:00,6J,3200 CLIFTON AVE,LARCENY,,811,SOUTHWESTERN,Walbrook,39.31105,-76.67163
1/8/16,10:15:00,6G,4500 REISTERSTOWN RD,LARCENY,,614,NORTHWESTERN,Central Park Heights,39.33982,-76.6696
1/8/16,10:30:00,5A,3600 LYNDALE AVE,BURGLARY,,432,NORTHEASTERN,Belair-Edison,39.31655,-76.56847
1/8/16,10:50:00,6J,100 FIRESIDE CIR,LARCENY,,523,NORTHERN,Bellona-Gittings,39.36833,-76.62116
1/8/16,10:52:00,4E,2400 FREDERICK AVE,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Millhill,39.28342,-76.65583
1/8/16,11:00:00,6J,1500 N FULTON AVE,LARCENY,,742,WESTERN,Sandtown-Winchester,39.30575,-76.64629
1/8/16,11:00:00,4B,400 E SARATOGA ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,39.29247,-76.61006
1/8/16,11:18:00,6C,3500 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.27703,-76.56732
1/8/16,12:00:00,4E,500 N CAROLINE ST,COMMON ASSAULT,HANDS,321,EASTERN,Dunbar-Broadway,39.29658,-76.59752
1/8/16,12:00:00,7A,2600 GARRISON BLVD,AUTO THEFT,,641,NORTHWESTERN,Hanlon-Longwood,39.31745,-76.67684
1/8/16,12:10:00,5A,5500 TODD AVE,BURGLARY,,444,NORTHEASTERN,Frankford,39.33424,-76.53903
1/8/16,12:30:00,4E,2200 E FAYETTE ST,COMMON ASSAULT,HANDS,321,EASTERN,CARE,39.29426,-76.58627
1/8/16,12:30:00,6E,100 ANNABEL AVE,LARCENY,,913,SOUTHERN,Brooklyn,39.23941,-76.60845
1/8/16,12:30:00,6E,0 CHERRY HILL RD,LARCENY,,922,SOUTHERN,Middle Branch/Reedbird Parks,39.25266,-76.61681
1/8/16,17:45:00,5A,700 LINNARD ST,BURGLARY,,844,SOUTHWESTERN,Edgewood,39.29641,-76.67521
1/8/16,17:50:00,4A,2900 ALLENDALE RD,AGG. ASSAULT,FIREARM,641,NORTHWESTERN,Garwyn Oaks,39.32037,-76.68081
1/8/16,18:00:00,5D,3000 CHESTNUT AVE,BURGLARY,,511,NORTHERN,Hampden,39.32385,-76.62971
1/8/16,18:00:00,5A,1200 E COLD SPRING LN,BURGLARY,,413,NORTHEASTERN,New Northwood,39.34504,-76.59583
1/8/16,18:00:00,6E,3400 KESWICK RD,LARCENY,,531,NORTHERN,Hampden,39.32938,-76.62794
1/8/16,18:00:00,6B,2300 GWYNNS FALLS PKWY,LARCENY,,731,WESTERN,Mondawmin,39.31539,-76.65423
1/8/16,18:30:00,7A,6000 HIGHGATE DR,AUTO THEFT,,632,NORTHWESTERN,Glen,39.36082,-76.68681
1/8/16,18:51:00,5D,3500 FAIRFIELD RD,BURGLARY,,912,SOUTHERN,Fairfield Area,39.23257,-76.57593
1/8/16,18:52:00,4A,1200 W NORTH AVE,AGG. ASSAULT,FIREARM,733,WESTERN,Penn North,39.31029,-76.63785
1/8/16,1852,9S,1200 W NORTH AV,SHOOTING,FIREARM,733,WESTERN,Penn North,39.31029,-76.63785
1/8/16,19:00:00,6J,3200 N CALVERT ST,LARCENY,,512,NORTHERN,Charles Village,39.32716,-76.61486
1/8/16,19:00:00,6D,400 S EDEN ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Little Italy,39.28624,-76.59838
1/8/16,19:05:00,4E,6600 PARK HEIGHTS AVE,COMMON ASSAULT,HANDS,632,NORTHWESTERN,Glen,39.36178,-76.69912
1/8/16,19:05:00,4E,6600 PARK HEIGHTS AVE,COMMON ASSAULT,HANDS,632,NORTHWESTERN,Glen,39.36178,-76.69912
1/8/16,8:00:00,5A,2800 OAKFORD AVE,BURGLARY,,532,NORTHERN,Parklane,39.3409,-76.66161
1/8/16,8:00:00,6D,600 N FREMONT AVE,LARCENY FROM AUTO,,713,WESTERN,Harlem Park,39.29612,-76.63287
1/8/16,8:00:00,6G,BL & GRIFFIS AV,LARCENY,,831,SOUTHWESTERN,Morrell Park,39.26796,-76.65102
1/8/16,8:45:00,5B,2800 WINCHESTER ST,BURGLARY,,814,SOUTHWESTERN,Winchester,39.30139,-76.66469
1/8/16,9:00:00,5A,2400 LAKEVIEW AVE,BURGLARY,,133,CENTRAL,Reservoir Hill,39.31566,-76.63263
1/8/16,9:00:00,5B,1200 LINWORTH AVE,BURGLARY,,413,NORTHEASTERN,New Northwood,39.34724,-76.59877
1/8/16,9:00:00,3AK,1900 ARGONNE DR,ROBBERY - STREET,KNIFE,421,NORTHEASTERN,Morgan State University,39.34047,-76.58258
1/8/16,9:00:00,3AK,1900 ARGONNE DR,ROBBERY - STREET,KNIFE,421,NORTHEASTERN,Morgan State University,39.34047,-76.58258
1/8/16,9:00:00,3AK,1900 ARGONNE DR,ROBBERY - STREET,KNIFE,421,NORTHEASTERN,Morgan State University,39.34047,-76.58258
1/8/16,9:05:00,5A,4800 TRUESDALE AVE,BURGLARY,,443,NORTHEASTERN,Frankford,39.31724,-76.54828
1/8/16,9:12:00,5A,800 MCKEAN AVE,BURGLARY,,722,WESTERN,Harlem Park,39.29802,-76.64669
1/8/16,9:12:00,5A,2400 TERRA FIRMA RD,BURGLARY,,922,SOUTHERN,Cherry Hill,39.25166,-76.62501
1/8/16,13:00:00,5D,6200 YORK RD,BURGLARY,,522,NORTHERN,Lake Walker,39.36936,-76.60978
1/8/16,13:30:00,5D,2800 CLARE ST,BURGLARY,,921,SOUTHERN,Westport,39.26677,-76.63081
1/8/16,13:30:00,6G,4500 MANORVIEW RD,LARCENY,,822,SOUTHWESTERN,Uplands,39.28664,-76.69196
1/8/16,13:40:00,6D,LINWOOD AV & PULASKI HY,LARCENY FROM AUTO,,221,SOUTHEASTERN,McElderry Park,39.29509,-76.57637
1/8/16,13:45:00,4B,400 E PRATT ST,AGG. ASSAULT,KNIFE,112,CENTRAL,Inner Harbor,39.28663,-76.6098
1/8/16,15:00:00,6J,2400 S NEWKIRK ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.26356,-76.55529
1/8/16,15:00:00,7A,AV & AYRDALE AV,AUTO THEFT,,642,NORTHWESTERN,Dolfield,39.33612,-76.67897
1/8/16,15:00:00,5A,1300 PONTIAC AVE,BURGLARY,,911,SOUTHERN,Curtis Bay,39.23177,-76.59232
1/8/16,15:00:00,6E,4400 GLENARM AVE,LARCENY,,445,NORTHEASTERN,Cedmont,39.34438,-76.53888
1/8/16,15:00:00,4E,1600 EDISON HWY,COMMON ASSAULT,HANDS,332,EASTERN,Berea,39.3098,-76.57309
1/8/16,15:10:00,4E,LAKEWOOD AV & E FAYETTE ST,COMMON ASSAULT,HANDS,222,SOUTHEASTERN,McElderry Park,39.29453,-76.5792
1/8/16,15:15:00,6C,6300 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Pulaski Industrial Area,39.28761,-76.53982
1/8/16,15:15:00,6B,3200 LOCH RAVEN BLVD,LARCENY,,412,NORTHEASTERN,Better Waverly,39.32507,-76.60013
1/8/16,15:25:00,6J,4400 HARFORD RD,LARCENY,,422,NORTHEASTERN,Beverly Hills,39.3397,-76.5726
1/8/16,15:30:00,3D,2500 N HOWARD ST,ROBBERY - COMMERCIAL,,511,NORTHERN,Remington,39.31781,-76.61976
1/8/16,15:40:00,4E,1000 ASHBURTON ST,COMMON ASSAULT,HANDS,721,WESTERN,Mosher,39.30005,-76.66166
1/8/16,15:40:00,4E,0 S CAREY ST,COMMON ASSAULT,HANDS,933,SOUTHERN,Union Square,39.28763,-76.63812
1/8/16,16:00:00,4E,500 N ATHOL AV,COMMON ASSAULT,HANDS,843,SOUTHWESTERN,Allendale,39.29194,-76.68927
1/8/16,16:00:00,6D,EDEN ST & GOUGH ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Washington Hill,39.2874,-76.59843
1/8/16,16:05:00,6J,1600 E COLD SPRING LN,LARCENY,,413,NORTHEASTERN,Stonewood-Pentwood-Winston,39.34604,-76.5884
1/8/16,16:20:00,4F,5200 WINDSOR MILL RD,ASSAULT BY THREAT,,821,SOUTHWESTERN,Franklintown,39.31072,-76.70836
1/8/16,16:30:00,4E,AV & QUEENSBERRY AV,COMMON ASSAULT,HANDS,614,NORTHWESTERN,Central Park Heights,39.34791,-76.67029
1/8/16,16:30:00,6E,,LARCENY,,,,,,
1/8/16,16:30:00,6J,200 W MULBERRY ST,LARCENY,,111,CENTRAL,Downtown,39.29397,-76.61864
1/8/16,16:50:00,6D,700 WASHINGTON BLVD,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtown,39.28304,-76.62765
1/8/16,16:57:00,3GF,5500 PARK HEIGHTS AVE,ROBBERY - COMMERCIAL,FIREARM,633,NORTHWESTERN,Arlington,39.35212,-76.68401
1/8/16,17:00:00,6D,1300 GLYNDON AVE,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtown,39.28102,-76.63783
1/8/16,17:00:00,6L,200 W BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,39.28937,-76.61825
1/8/16,17:00:00,7A,2900 HILLSDALE RD,AUTO THEFT,,621,NORTHWESTERN,Forest Park Golf Course,39.32127,-76.69936
1/8/16,17:00:00,6G,4300 SHAMROCK AVE,LARCENY,,442,NORTHEASTERN,Belair-Edison,39.3263,-76.56278
1/8/16,17:00:00,5D,400 FRANKFURST AVE,BURGLARY,,912,SOUTHERN,Fairfield Area,39.24176,-76.60237
1/8/16,17:00:00,6C,700 S BROADWAY,LARCENY,,213,SOUTHEASTERN,Fells Point,39.28318,-76.59351
1/8/16,17:10:00,4E,400 N CLINTON ST,COMMON ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,39.2965,-76.57057
1/8/16,17:13:00,6G,2000 MONDAWMIN MALL,LARCENY,,641,NORTHWESTERN,Hanlon-Longwood,39.32351,-76.66971
1/8/16,17:40:00,4E,1900 W NORTH AVE,COMMON ASSAULT,HANDS,731,WESTERN,Mondawmin,39.30981,-76.64917
1/8/16,17:41:00,3B,1900 WILKENS AVE,ROBBERY - STREET,,934,SOUTHERN,Carrollton Ridge,39.28209,-76.64678
1/8/16,21:00:00,6E,MCKENDRE PLACE,LARCENY,,623,NORTHWESTERN,Woodmere,39.34444,-76.6858
1/8/16,21:00:00,7A,1600 N PULASKI ST,AUTO THEFT,,741,WESTERN,Easterwood,39.30695,-76.65118
1/8/16,21:00:00,6E,100 N ROCK GLEN RD,LARCENY,,823,SOUTHWESTERN,Ten Hills,39.28523,-76.70275
1/8/16,21:04:00,6C,3200 TIOGA PKWY,LARCENY,,731,NORTHWESTERN,Mondawmin,39.318,-76.65821
1/8/16,21:30:00,6D,400 W FAYETTE ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,39.29042,-76.62119
1/8/16,21:30:00,3BJ,3600 SPRINGDALE AVE,ROBBERY - CARJACKING,,642,NORTHWESTERN,Forest Park,39.324,-76.6781
1/8/16,21:41:00,4E,1200 W LOMBARD ST,COMMON ASSAULT,HANDS,931,SOUTHERN,Hollins Market,39.28662,-76.63687
1/8/16,21:45:00,3B,4000 N ROGERS AVE,ROBBERY - STREET,,623,NORTHWESTERN,Grove Park,39.33783,-76.70039
1/8/16,22:00:00,3B,400 N KENWOOD AVE,ROBBERY - STREET,,221,SOUTHEASTERN,McElderry Park,39.29604,-76.57782
1/8/16,22:00:00,7A,2800 VIRGINIA AVE,AUTO THEFT,,532,NORTHERN,Parklane,39.34504,-76.66239
1/8/16,22:00:00,3AF,500 E 43RD ST,ROBBERY - STREET,FIREARM,524,NORTHERN,Wilson Park,39.34108,-76.60899
1/8/16,22:00:00,7A,ST & WENBURN ST,AUTO THEFT,,921,SOUTHERN,Westport,39.26318,-76.63195
1/8/16,22:08:00,4B,3300 RAMONA AVE,AGG. ASSAULT,KNIFE,432,NORTHEASTERN,Belair-Edison,39.32364,-76.56421
1/8/16,22:11:00,4E,3300 CLIFTON AVE,COMMON ASSAULT,HANDS,811,SOUTHWESTERN,Walbrook,39.31105,-76.6732
1/8/16,22:11:00,4E,3300 CLIFTON AVE,COMMON ASSAULT,HANDS,811,SOUTHWESTERN,Walbrook,39.31105,-76.6732
1/8/16,22:19:00,4A,1800 ORLEANS ST,AGG. ASSAULT,FIREARM,321,EASTERN,Dunbar-Broadway,39.29529,-76.59129
1/8/16,22:19:00,4A,1800 ORLEANS ST,AGG. ASSAULT,FIREARM,321,EASTERN,Dunbar-Broadway,39.29529,-76.59129
1/8/16,22:30:00,7A,5900 CROSS COUNTRY BLVD,AUTO THEFT,,632,NORTHWESTERN,Mount Washington,39.36168,-76.68005
1/8/16,22:45:00,6D,3500 EASTERN AVE,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,39.28661,-76.56797
1/8/16,22:45:00,6D,1500 HOLLINS ST,LARCENY FROM AUTO,,933,SOUTHERN,Union Square,39.28744,-76.64145
1/8/16,22:50:00,6E,3200 MORAVIA RD,LARCENY,,422,NORTHEASTERN,Beverly Hills,39.34031,-76.5675
1/8/16,2216,9S,600 N EAST AV,SHOOTING,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,39.2985,-76.57226
1/8/16,2216,9S,600 N EAST AV,SHOOTING,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,39.2985,-76.57226
1/8/16,23:00:00,4E,900 HARLEM AVE,COMMON ASSAULT,HANDS,713,WESTERN,Harlem Park,39.29689,-76.63331
1/8/16,23:00:00,6E,1300 CEDARCROFT RD,LARCENY,,414,NORTHEASTERN,Idlewood,39.36927,-76.58882
1/8/16,23:15:00,4E,2400 WINCHESTER ST,COMMON ASSAULT,HANDS,723,WESTERN,Bridgeview/Greenlawn,39.30153,-76.658
1/8/16,23:16:00,6D,1500 WINSTON AVE,LARCENY FROM AUTO,,413,NORTHEASTERN,Stonewood-Pentwood-Winston,39.35012,-76.59004
1/8/16,23:30:00,3AF,200 E TALBOTT ST,ROBBERY - STREET,FIREARM,913,SOUTHERN,Brooklyn,39.23561,-76.6097
1/7/16,11:30:00,5A,100 ATHOLGATE LN,BURGLARY,,823,SOUTHWESTERN,Ten Hills,39.2848,-76.69584
1/7/16,11:30:00,4E,100 N CALHOUN ST,COMMON ASSAULT,HANDS,711,WESTERN,Franklin Square,39.28988,-76.63967
1/7/16,12:00:00,6D,BALTIMORE ST & N SCHROEDER ST,LARCENY FROM AUTO,,712,WESTERN,Poppleton,39.28876,-76.63378
1/7/16,12:00:00,6G,1100 W LANVALE ST,LARCENY,,713,WESTERN,Harlem Park,39.29791,-76.63621
1/7/16,12:00:00,6D,900 RAMSAY ST,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtown,39.28368,-76.63208
1/7/16,12:00:00,5A,200 N LINWOOD AVE,BURGLARY,,224,SOUTHEASTERN,Ellwood Park/Monument,39.29477,-76.57632
1/7/16,13:20:00,6C,3800 EASTERN AVE,LARCENY,,233,SOUTHEASTERN,Brewers Hill,39.28667,-76.56499
1/7/16,13:30:00,6G,3500 HILLEN RD,LARCENY,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.33255,-76.58896
1/7/16,14:00:00,4E,1500 HARLEM AVE,COMMON ASSAULT,HANDS,713,WESTERN,Harlem Park,39.29656,-76.6429
1/7/16,14:10:00,4F,4100 ORCHARD RIDGE BLVD,ASSAULT BY THREAT,,433,NORTHEASTERN,Orchard Ridge,39.31001,-76.56051
1/7/16,14:25:00,5E,1700 E LAFAYETTE AVE,BURGLARY,,331,EASTERN,Broadway East,39.31073,-76.59381
1/7/16,14:58:00,6C,3700 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.27709,-76.56525
1/7/16,15:00:00,5A,3300 N HILTON ST,BURGLARY,,642,NORTHWESTERN,Forest Park,39.32335,-76.6719
1/7/16,2359,9S,700 E EAGER ST,SHOOTING,FIREARM,311,EASTERN,Johnston Square,39.30139,-76.60713
1/7/16,12:03:00,6E,RD & WILKENS AV,LARCENY,,832,SOUTHWESTERN,Gwynns Falls,39.2749,-76.66816
1/7/16,12:07:00,6G,1200 CATHEDRAL ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,39.3038,-76.61852
1/7/16,12:30:00,4E,100 N CALHOUN ST,COMMON ASSAULT,HANDS,711,WESTERN,Franklin Square,39.28988,-76.63967
1/7/16,13:00:00,3AO,6200 E PRATT ST,ROBBERY - STREET,OTHER,241,SOUTHEASTERN,Hopkins Bayview,39.2906,-76.54296
1/7/16,13:00:00,6D,2900 PULASKI HWY,LARCENY FROM AUTO,,224,SOUTHEASTERN,Ellwood Park/Monument,39.29517,-76.57595
